Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company_Name
Audi Q5 2008-2012 2.0,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208.0,5.0,10.0,Audi
Maruti Versa DX2 BS,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8.0,1.25,Maruti
Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74.0,5.0,7.5,Maruti
Audi A4 2.0 TDI,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.81,Audi
Volkswagen Polo 1.2 MPI,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74.0,5.0,4.3,Volkswagen
Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171.0,7.0,11.0,Toyota
Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171.0,7.0,11.75,Toyota
Honda Accord 2.4 MT,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5.0,6.58,Honda
Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74.0,5.0,4.8,Maruti
Skoda Fabia 1.2 MPI,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70.0,5.0,1.65,Skoda
Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170.0,5.0,15.0,Jeep
Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4.0,1.0,Tata
Ford Fiesta 1.6 ZXi,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101.0,5.0,1.65,Ford
Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47.0,5.0,3.6,Maruti
Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171.0,7.0,11.5,Toyota
Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47.0,5.0,3.6,Maruti
Hyundai EON Era Plus,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5.0,3.05,Hyundai
Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90.0,5.0,6.0,Ford
Volkswagen Polo 1.2 MPI,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74.0,5.0,3.75,Volkswagen
Volkswagen Polo 1.2 MPI,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74.0,5.0,6.17,Volkswagen
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5.0,9.05,Maruti
Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5.0,4.05,Honda
Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5.0,4.25,Maruti
Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5.0,3.75,Maruti
Hyundai Creta 1.6 SX,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591,121.3,5.0,11.85,Hyundai
Ford Ecosport 1.5 DV5,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5.0,8.24,Ford
Maruti Swift VDI BSIV,Hyderabad,2016,64000,Diesel,Manual,First,17.8,1248,113.13736355859707,5.0,5.99,Maruti
Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5.0,6.5,Honda
Land Rover Discovery Sport,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7.0,58.91,Land
Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1,2179,140.0,7.0,8.0,Mahindra
Volkswagen Polo 1.2 MPI,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74.0,5.0,4.64,Volkswagen
Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197,80.0,5.0,3.32,Hyundai
Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.78,Hyundai
Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5.0,8.95,Chevrolet
Mercedes-Benz E-Class E 200,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991,181.03,5.0,21.95,Mercedes-Benz
Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359,134.0,5.0,7.9,Hyundai
Mercedes-Benz New C-Class C,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796,186.0,5.0,29.0,Mercedes-Benz
Volkswagen Polo Diesel Trendline,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.25,Volkswagen
Honda City i VTEC,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5.0,5.9,Honda
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5.0,9.88,Maruti
Hyundai Elite i20 Asta,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5.0,8.78,Hyundai
Tata New Safari Dicor,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7.0,2.75,Tata
Nissan Sunny 2011-2014 Diesel,Kochi,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5.0,5.98,Nissan
BMW 3 Series 330,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497,215.0,5.0,31.0,BMW
Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798,138.0,5.0,3.55,Toyota
Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5.0,6.24,Hyundai
Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5.0,2.19,Maruti
Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5.0,5.5,Maruti
Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5.0,2.1,Maruti
Jaguar XJ 5.0 L,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000,503.0,4.0,50.66,Jaguar
Mercedes-Benz New C-Class 220,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143,170.0,5.0,14.0,Mercedes-Benz
Hyundai Verna CRDi 1.6,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582,126.2,5.0,5.5,Hyundai
Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,Third,14.2,1598,102.0,5.0,1.2,Chevrolet
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5.0,5.3,Maruti
Hyundai Verna 1.6 CRDi,Chennai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5.0,6.3,Hyundai
Mercedes-Benz GLC 220d Celebration,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143,168.0,5.0,40.47,Mercedes-Benz
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,13.0,2982,168.5,7.0,16.1,Toyota
Audi Q5 2008-2012 2.0,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5.0,25.0,Audi
BMW 3 Series 320d,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995,170.0,5.0,7.95,BMW
Maruti Alto 800 2016-2019,Delhi,2016,35000,Petrol,Manual,First,24.7,796,47.3,5.0,2.65,Maruti
Maruti Alto K10 2010-2014,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998,67.1,5.0,2.81,Maruti
Audi A4 1.8 TFSI,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5.0,17.5,Audi
Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197,85.0,5.0,3.3,Maruti
Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5.0,5.34,Maruti
Skoda Rapid 1.5 TDI,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5.0,8.5,Skoda
Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198,90.0,5.0,2.69,Honda
Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179,140.0,7.0,11.5,Mahindra
Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5.0,4.06,Maruti
Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5.0,49.0,Mercedes-Benz
Skoda Rapid 1.6 TDI,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5.0,4.6,Skoda
Hyundai Grand i10 CRDi,Delhi,2015,63776,Diesel,Manual,First,24.0,1120,70.0,5.0,3.96,Hyundai
Hyundai Elite i20 Petrol,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5.0,5.6,Hyundai
Tata Zest Quadrajet 1.3,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,3.75,Tata
Hyundai i20 Magna 1.4,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5.0,5.5,Hyundai
Skoda Rapid 1.6 TDI,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5.0,3.0,Skoda
Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368,90.0,5.0,3.0,Fiat
Maruti Swift VXI BSIII,Pune,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5.0,2.95,Maruti
Tata Indica V2 2001-2011,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396,69.0,5.0,2.45,Tata
Mercedes-Benz New C-Class C,Pune,2012,119000,Diesel,Automatic,First,14.84,2143,170.0,5.0,13.99,Mercedes-Benz
Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5.0,60.75,Mercedes-Benz
Honda City V MT,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5.0,4.5,Honda
Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197,80.0,5.0,2.5,Hyundai
Toyota Fortuner 4x2 Manual,Chennai,2015,99000,Diesel,Manual,First,13.0,2982,168.5,7.0,20.5,Toyota
Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,First,18.9,1197,82.0,5.0,3.9,Hyundai
Volkswagen Jetta 2007-2011 2.0,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896,105.0,5.0,3.5,Volkswagen
Ford EcoSport 1.5 Ti,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5.0,8.3,Ford
Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,Hyundai
Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5.0,2.65,Nissan
Honda Jazz 1.2 V,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199,88.7,5.0,7.42,Honda
Volkswagen Polo 1.2 MPI,Kochi,2016,46399,Petrol,Manual,First,16.47,1198,74.0,5.0,4.63,Volkswagen
Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7,796,46.3,5.0,1.09,Maruti
Hyundai Verna 1.6 SX,Delhi,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5.0,3.8,Hyundai
Mercedes-Benz E-Class 2009-2013 E,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148,170.0,5.0,15.75,Mercedes-Benz
Tata Zest Revotron 1.2,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5.0,5.27,Tata
Honda Brio S Option,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5.0,2.75,Honda
Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5.0,7.4,Honda
Maruti Alto K10 VXI,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5.0,3.9,Maruti
Maruti Zen VXi -,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993,60.0,5.0,0.7,Maruti
Hyundai i20 Sportz 1.4,Pune,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5.0,5.9,Hyundai
Maruti SX4 S Cross,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598,118.0,5.0,9.58,Maruti
Mercedes-Benz E-Class 2009-2013 E250,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143,203.0,5.0,24.95,Mercedes-Benz
Chevrolet Enjoy Petrol LS,Kochi,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7.0,4.29,Chevrolet
Mercedes-Benz E-Class 2009-2013 E250,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143,203.0,5.0,11.5,Mercedes-Benz
Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179,140.0,7.0,9.65,Mahindra
Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.75,Hyundai
Hyundai Getz 1.3 GLS,Pune,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5.0,1.1,Hyundai
Audi Q7 3.0 TDI,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7.0,31.41,Audi
Mahindra Scorpio SLE BSIV,Pune,2012,99000,Diesel,Manual,Third,12.05,2179,120.0,8.0,6.0,Mahindra
Honda Jazz 1.2 SV,Pune,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5.0,5.55,Honda
Tata Safari Storme 2012-2015,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179,138.1,7.0,10.91,Tata
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.25,Mahindra
Volkswagen Polo Diesel Comfortline,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5.0,3.9,Volkswagen
Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5.0,3.95,Maruti
Audi Q3 2.0 TDI,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5.0,22.0,Audi
Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,First,23.1,998,67.04,5.0,3.38,Maruti
Honda City V MT,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497,116.3,5.0,3.45,Honda
Hyundai i20 1.2 Spotz,Delhi,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5.0,5.75,Hyundai
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5.0,2.75,Renault
Mercedes-Benz CLA 200 CDI,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143,136.0,5.0,30.3,Mercedes-Benz
Ford Ecosport 1.5 DV5,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498,89.84,5.0,7.5,Ford
Hyundai i20 Asta 1.2,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5.0,6.87,Hyundai
Toyota Innova 2.5 ZX,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494,100.6,7.0,15.2,Toyota
Nissan Sunny 2011-2014 Diesel,Chennai,2012,150000,Diesel,Manual,First,21.64,1461,84.8,5.0,3.5,Nissan
Maruti Swift VDI BSIV,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.85,Maruti
Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,First,19.0,998,66.1,5.0,2.5,Maruti
Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5.0,3.95,Maruti
Mercedes-Benz CLA 200 CDI,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143,136.0,5.0,27.0,Mercedes-Benz
Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7.0,6.75,Maruti
Maruti Wagon R LXI,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.5,Maruti
Volkswagen Polo Diesel Trendline,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199,73.9,5.0,3.9,Volkswagen
Ford Ecosport 1.5 DV5,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498,89.84,5.0,6.55,Ford
Honda City i DTEC,Kochi,2017,65850,Diesel,Manual,First,25.1,1498,98.6,5.0,9.44,Honda
Toyota Corolla Altis 1.8,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798,138.03,5.0,10.77,Toyota
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.5,Mahindra
Maruti Alto 800 2016-2019,Kolkata,2016,4000,Petrol,Manual,First,24.7,796,47.3,5.0,3.0,Maruti
BMW 5 Series 530d,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993,265.0,5.0,11.75,BMW
Hyundai EON D Lite,Kochi,2016,29832,Petrol,Manual,First,21.1,814,55.2,5.0,3.29,Hyundai
Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,First,26.59,1248,74.0,5.0,6.5,Maruti
Maruti Celerio CNG VXI,Delhi,2015,64687,CNG,Manual,First,31.79,998,58.33,5.0,3.8,Maruti
Audi A4 2.0 TDI,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968,147.51,5.0,18.0,Audi
Skoda Superb Elegance 1.8,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798,157.75,5.0,4.95,Skoda
Tata Zest Revotron 1.2T,Kochi,2015,39208,Petrol,Manual,First,17.57,1193,88.7,5.0,4.52,Tata
Force One LX ABS,Kolkata,2014,41000,Diesel,Manual,First,17.0,2149,139.07,7.0,8.0,Force
Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497,117.3,5.0,6.26,Honda
Nissan Sunny 2011-2014 XV,Chennai,2016,18000,Petrol,Manual,First,16.95,1498,97.7,5.0,7.5,Nissan
Volkswagen Vento Petrol Highline,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598,103.6,5.0,3.35,Volkswagen
Hyundai Verna 1.6 SX,Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591,121.3,5.0,5.5,Hyundai
Hyundai Verna CRDi 1.6,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582,126.2,5.0,5.25,Hyundai
Audi A4 2.0 TDI,Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968,140.0,5.0,16.25,Audi
Maruti SX4 Vxi BSIV,Delhi,2009,92000,Petrol,Manual,First,15.5,1586,103.3,5.0,2.7,Maruti
Ford Endeavour 2.2 Titanium,Chennai,2019,9000,Diesel,Automatic,First,12.62,2198,158.0,7.0,32.9,Ford
Maruti Swift LXI BSIV,Coimbatore,2008,50121,Petrol,Manual,First,20.4,1197,83.11,5.0,3.41,Maruti
Hyundai Grand i10 CRDi,Hyderabad,2014,79000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.15,Hyundai
Volkswagen Polo 1.5 TDI,Hyderabad,2014,46000,Diesel,Manual,Second,20.14,1498,88.8,5.0,5.9,Volkswagen
Mercedes-Benz E-Class 230,Pune,2012,100000,Petrol,Automatic,First,10.0,2496,157.7,5.0,11.5,Mercedes-Benz
Hyundai i20 Asta 1.2,Kolkata,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5.0,4.75,Hyundai
Maruti Alto K10 VXI,Chennai,2015,25000,Petrol,Automatic,First,24.07,998,67.1,5.0,3.5,Maruti
Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77,1248,88.76,7.0,7.25,Maruti
Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,First,23.1,998,67.04,5.0,4.35,Maruti
Renault KWID Climber 1.0,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999,67.0,5.0,4.99,Renault
Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179,120.0,8.0,7.65,Mahindra
Toyota Innova 2.5 GX,Chennai,2011,200000,Diesel,Manual,First,12.8,2494,102.0,7.0,9.0,Toyota
Volkswagen Polo Diesel Highline,Chennai,2017,26969,Diesel,Manual,First,22.07,1199,73.9,5.0,6.9,Volkswagen
Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,First,20.0,1399,68.0,5.0,2.9,Ford
Nissan Terrano XL Plus,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5.0,5.75,Nissan
Force One LX 4x4,Kolkata,2014,41000,Diesel,Manual,First,17.0,2200,139.01,7.0,8.0,Force
Renault KWID 1.0 RXT,Kochi,2017,53105,Petrol,Automatic,First,22.5,999,67.0,5.0,4.41,Renault
Skoda Rapid 1.5 TDI,Mumbai,2013,23000,Diesel,Manual,First,21.14,1498,103.52,5.0,4.95,Skoda
Mahindra XUV500 AT W10,Hyderabad,2016,80999,Diesel,Automatic,First,16.0,2179,140.0,7.0,14.4,Mahindra
Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,First,20.0,1399,68.05,5.0,2.95,Ford
Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7.0,8.14,Mahindra
Volkswagen Vento 1.5 TDI,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498,108.5,5.0,8.45,Volkswagen
Toyota Innova 2.5 VX,Pune,2015,77000,Diesel,Manual,First,12.99,2494,100.0,8.0,12.5,Toyota
Mahindra XUV500 W8 2WD,Mumbai,2012,48000,Diesel,Manual,First,15.1,2179,140.0,7.0,6.5,Mahindra
Ford Ecosport 1.5 Ti,Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499,110.0,5.0,7.72,Ford
Volkswagen Jetta 2012-2014 2.0L,Chennai,2011,110000,Diesel,Automatic,First,16.96,1968,138.1,5.0,8.0,Volkswagen
Tata New Safari DICOR,Chennai,2009,120000,Diesel,Manual,Second,13.93,2179,138.0,7.0,3.0,Tata
BMW 3 Series 330d,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993,245.0,4.0,29.0,BMW
Volkswagen Polo 1.2 MPI,Kolkata,2014,22000,Petrol,Manual,First,16.47,1198,74.0,5.0,4.11,Volkswagen
Hyundai i20 Magna Optional,Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197,82.9,5.0,5.37,Hyundai
Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,First,20.77,1248,88.8,7.0,6.55,Maruti
Honda City i VTEC,Chennai,2015,23000,Petrol,Manual,First,17.4,1497,117.3,5.0,7.0,Honda
Honda City 1.5 S,Mumbai,2014,57000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.48,Honda
Volkswagen Jetta 2013-2015 2.0L,Kochi,2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5.0,6.51,Volkswagen
Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,First,25.8,1498,98.6,5.0,5.15,Honda
Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179,140.0,7.0,9.0,Mahindra
Toyota Corolla Altis VL,Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5.0,2.75,Toyota
Hyundai Santro Xing XL,Pune,2005,126000,Petrol,Manual,Second,17.0,1086,113.13736355859707,5.0,1.2,Hyundai
BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995,190.0,5.0,12.5,BMW
Ford EcoSport 1.5 Diesel,Kochi,2017,63423,Diesel,Manual,First,23.0,1498,98.96,5.0,7.69,Ford
Hyundai i20 Asta Optional,Kochi,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5.0,4.57,Hyundai
Honda City 1.5 S,Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497,118.0,5.0,4.5,Honda
Maruti Ritz VDI (ABS),Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5.0,4.9,Maruti
Hyundai i10 Era 1.1,Kolkata,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5.0,1.65,Hyundai
Chevrolet Sail 1.2 LS,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5.0,3.25,Chevrolet
Hyundai Verna 1.6 SX,Chennai,2012,45000,Diesel,Manual,First,22.32,1582,126.32,5.0,6.25,Hyundai
Hyundai Creta 1.6 SX,Kochi,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5.0,12.13,Hyundai
Chevrolet Sail 1.2 LS,Jaipur,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5.0,3.25,Chevrolet
Audi Q5 2.0 TDI,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5.0,29.0,Audi
Honda City 1.5 V,Kochi,2013,50266,Petrol,Manual,First,17.0,1497,118.0,5.0,5.53,Honda
Ford EcoSport 1.5 Petrol,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497,121.36,5.0,8.75,Ford
Audi Q7 3.0 TDI,Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7.0,37.9,Audi
Hyundai i10 Magna 1.2,Delhi,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.4,Hyundai
Hyundai i20 1.2 Asta,Chennai,2014,41681,Petrol,Manual,First,17.0,1197,80.0,5.0,4.55,Hyundai
Maruti Swift Dzire 1.2,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5.0,2.65,Maruti
Tata Indica V2 eLX,Pune,2017,49000,Diesel,Manual,Second,25.0,1396,69.0,5.0,1.6,Tata
BMW 5 Series 2010-2013,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993,235.0,5.0,25.72,BMW
Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.15,Maruti
Ford Freestyle Titanium Plus,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194,94.68,5.0,7.23,Ford
Hyundai Verna XXi ABS,Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5.0,2.6,Hyundai
BMW 3 Series 320d,Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995,181.0,5.0,7.25,BMW
Toyota Innova 2.5 G4,Kochi,2017,33901,Diesel,Manual,First,12.8,2494,102.0,8.0,14.29,Toyota
Mercedes-Benz New C-Class C,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143,204.0,5.0,17.25,Mercedes-Benz
Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,22.54,1582,126.2,5.0,7.5,Hyundai
Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5.0,4.35,Maruti
Maruti Vitara Brezza ZDi,Pune,2016,85000,Diesel,Manual,First,24.3,1248,88.5,5.0,8.9,Maruti
Hyundai Xcent 1.2 Kappa,Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197,82.0,5.0,3.5,Hyundai
Honda City i DTEC,Kolkata,2014,56002,Diesel,Manual,First,26.0,1498,98.6,5.0,6.1,Honda
Renault KWID RXT,Mumbai,2016,8554,Petrol,Manual,First,25.17,799,53.3,5.0,3.2,Renault
Toyota Etios Cross 1.4L,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5.0,4.9,Toyota
Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,24.07,998,67.1,5.0,3.69,Maruti
